objectid,identifier,filename,publication,location,date,month_str,month_int,day,year,format,notes,collection
SB_News_Times_August_13_1922_jpg,SB_News_Times_August_13_1922_jpg,SB_News_Times_August_13_1922.jpg,South Bend News Times,"South Bend, Indiana, US",13/08/1922,August,08,13,1922,image/jpeg,,South Bend News Times
SB_News_Times_August_19_1920_jpg,SB_News_Times_August_19_1920_jpg,SB_News_Times_August_19_1920.jpg,South Bend News Times,"South Bend, Indiana, US",19/08/1920,August,08,19,1920,image/jpeg,,South Bend News Times
SB_News_Times_August_1_1920_jpg,SB_News_Times_August_1_1920_jpg,SB_News_Times_August_1_1920.jpg,South Bend News Times,"South Bend, Indiana, US",01/08/1920,August,08,01,1920,image/jpeg,,South Bend News Times
SB_News_Times_August_24_1922_jpg,SB_News_Times_August_24_1922_jpg,SB_News_Times_August_24_1922.jpg,South Bend News Times,"South Bend, Indiana, US",24/08/1922,August,08,24,1922,image/jpeg,,South Bend News Times
SB_News_Times_August_28_1914_jpg,SB_News_Times_August_28_1914_jpg,SB_News_Times_August_28_1914.jpg,South Bend News Times,"South Bend, Indiana, US",28/08/1914,August,08,28,1914,image/jpeg,,South Bend News Times
SB_News_Times_August_30_1916_jpg,SB_News_Times_August_30_1916_jpg,SB_News_Times_August_30_1916.jpg,South Bend News Times,"South Bend, Indiana, US",30/08/1916,August,08,30,1916,image/jpeg,,South Bend News Times
SB_News_Times_August_31_1919_jpg,SB_News_Times_August_31_1919_jpg,SB_News_Times_August_31_1919.jpg,South Bend News Times,"South Bend, Indiana, US",31/08/1919,August,08,31,1919,image/jpeg,,South Bend News Times
SB_News_Times_August_31_1921_jpg,SB_News_Times_August_31_1921_jpg,SB_News_Times_August_31_1921.jpg,South Bend News Times,"South Bend, Indiana, US",31/08/1921,August,08,31,1921,image/jpeg,,South Bend News Times
SB_News_Times_December_07_1918_jpg,SB_News_Times_December_07_1918_jpg,SB_News_Times_December_07_1918.jpg,South Bend News Times,"South Bend, Indiana, US",07/12/1918,December,12,07,1918,image/jpeg,,South Bend News Times
SB_News_Times_February_04_1918_jpg,SB_News_Times_February_04_1918_jpg,SB_News_Times_February_04_1918.jpg,South Bend News Times,"South Bend, Indiana, US",04/02/1918,February,02,04,1918,image/jpeg,,South Bend News Times
SB_News_Times_February_12_1919_jpg,SB_News_Times_February_12_1919_jpg,SB_News_Times_February_12_1919.jpg,South Bend News Times,"South Bend, Indiana, US",12/02/1919,February,02,12,1919,image/jpeg,,South Bend News Times
SB_News_Times_February_19_1917_jpg,SB_News_Times_February_19_1917_jpg,SB_News_Times_February_19_1917.jpg,South Bend News Times,"South Bend, Indiana, US",19/02/1917,February,02,19,1917,image/jpeg,,South Bend News Times
SB_News_Times_February_26_1922_jpg,SB_News_Times_February_26_1922_jpg,SB_News_Times_February_26_1922.jpg,South Bend News Times,"South Bend, Indiana, US",26/02/1922,February,02,26,1922,image/jpeg,,South Bend News Times
SB_News_Times_January_03_1914_jpg,SB_News_Times_January_03_1914_jpg,SB_News_Times_January_03_1914.jpg,South Bend News Times,"South Bend, Indiana, US",03/01/1914,January,01,03,1914,image/jpeg,,South Bend News Times
SB_News_Times_January_25_1922_jpg,SB_News_Times_January_25_1922_jpg,SB_News_Times_January_25_1922.jpg,South Bend News Times,"South Bend, Indiana, US",25/01/1922,January,01,25,1922,image/jpeg,,South Bend News Times
SB_News_Times_January_29_1922_jpg,SB_News_Times_January_29_1922_jpg,SB_News_Times_January_29_1922.jpg,South Bend News Times,"South Bend, Indiana, US",29/01/1922,January,01,29,1922,image/jpeg,,South Bend News Times
SB_News_Times_July_04_1913_jpg,SB_News_Times_July_04_1913_jpg,SB_News_Times_July_04_1913.jpg,South Bend News Times,"South Bend, Indiana, US",04/07/1913,July,07,04,1913,image/jpeg,,South Bend News Times
SB_News_Times_July_05_1913_jpg,SB_News_Times_July_05_1913_jpg,SB_News_Times_July_05_1913.jpg,South Bend News Times,"South Bend, Indiana, US",05/07/1913,July,07,05,1913,image/jpeg,,South Bend News Times
SB_News_Times_July_08_1914_jpg,SB_News_Times_July_08_1914_jpg,SB_News_Times_July_08_1914.jpg,South Bend News Times,"South Bend, Indiana, US",08/07/1914,July,07,08,1914,image/jpeg,,South Bend News Times
SB_News_Times_July_09_1914_jpg,SB_News_Times_July_09_1914_jpg,SB_News_Times_July_09_1914.jpg,South Bend News Times,"South Bend, Indiana, US",09/07/1914,July,07,09,1914,image/jpeg,,South Bend News Times
SB_News_Times_July_10_1913_jpg,SB_News_Times_July_10_1913_jpg,SB_News_Times_July_10_1913.jpg,South Bend News Times,"South Bend, Indiana, US",10/07/1913,July,07,10,1913,image/jpeg,,South Bend News Times
SB_News_Times_July_10_1914_jpg,SB_News_Times_July_10_1914_jpg,SB_News_Times_July_10_1914.jpg,South Bend News Times,"South Bend, Indiana, US",10/07/1914,July,07,10,1914,image/jpeg,,South Bend News Times
SB_News_Times_July_11_1913_jpg,SB_News_Times_July_11_1913_jpg,SB_News_Times_July_11_1913.jpg,South Bend News Times,"South Bend, Indiana, US",11/07/1913,July,07,11,1913,image/jpeg,,South Bend News Times
SB_News_Times_July_14_1914_jpg,SB_News_Times_July_14_1914_jpg,SB_News_Times_July_14_1914.jpg,South Bend News Times,"South Bend, Indiana, US",14/07/1914,July,07,14,1914,image/jpeg,,South Bend News Times
SB_News_Times_July_17_1914_jpg,SB_News_Times_July_17_1914_jpg,SB_News_Times_July_17_1914.jpg,South Bend News Times,"South Bend, Indiana, US",17/07/1914,July,07,17,1914,image/jpeg,,South Bend News Times
SB_News_Times_July_18_1920_jpg,SB_News_Times_July_18_1920_jpg,SB_News_Times_July_18_1920.jpg,South Bend News Times,"South Bend, Indiana, US",18/07/1920,July,07,18,1920,image/jpeg,,South Bend News Times
SB_News_Times_July_y_25_1913_pg10_jpg,SB_News_Times_July_y_25_1913_pg10_jpg,SB_News_Times_July_y_25_1913_pg10.jpg,South Bend News Times,"South Bend, Indiana, US",25/07/1913,July,07,25,1913,image/jpeg,Pg. 10,South Bend News Times
SB_News_Times_July_y_25_1913_pg6_jpg,SB_News_Times_July_y_25_1913_pg6_jpg,SB_News_Times_July_y_25_1913_pg6.jpg,South Bend News Times,"South Bend, Indiana, US",25/07/1913,July,07,25,1913,image/jpeg,Pg. 6,South Bend News Times
SB_News_Times_July_25_1920_jpg,SB_News_Times_July_25_1920_jpg,SB_News_Times_July_25_1920.jpg,South Bend News Times,"South Bend, Indiana, US",25/07/1920,July,07,25,1920,image/jpeg,,South Bend News Times
SB_News_Times_July_27_1921_jpg,SB_News_Times_July_27_1921_jpg,SB_News_Times_July_27_1921.jpg,South Bend News Times,"South Bend, Indiana, US",27/07/1921,July,07,27,1921,image/jpeg,,South Bend News Times
SB_News_Times_July_9_1914_jpg,SB_News_Times_July_9_1914_jpg,SB_News_Times_July_9_1914.jpg,South Bend News Times,"South Bend, Indiana, US",09/07/1914,July,07,09,1914,image/jpeg,,South Bend News Times
SB_News_Times_June_03_1922_jpg,SB_News_Times_June_03_1922_jpg,SB_News_Times_June_03_1922.jpg,South Bend News Times,"South Bend, Indiana, US",03/06/1922,June,06,03,1922,image/jpeg,,South Bend News Times
SB_News_Times_June_18_1922_jpg,SB_News_Times_June_18_1922_jpg,SB_News_Times_June_18_1922.jpg,South Bend News Times,"South Bend, Indiana, US",18/06/1922,June,06,18,1922,image/jpeg,,South Bend News Times
SB_News_Times_June_23_1922_jpg,SB_News_Times_June_23_1922_jpg,SB_News_Times_June_23_1922.jpg,South Bend News Times,"South Bend, Indiana, US",23/06/1922,June,06,23,1922,image/jpeg,,South Bend News Times
SB_News_Times_June_24_1917_jpg,SB_News_Times_June_24_1917_jpg,SB_News_Times_June_24_1917.jpg,South Bend News Times,"South Bend, Indiana, US",24/06/1917,June,06,24,1917,image/jpeg,,South Bend News Times
SB_News_Times_March_04_1920_jpg,SB_News_Times_March_04_1920_jpg,SB_News_Times_March_04_1920.jpg,South Bend News Times,"South Bend, Indiana, US",04/03/1920,March,03,04,1920,image/jpeg,,South Bend News Times
SB_News_Times_March_11_1919_jpg,SB_News_Times_March_11_1919_jpg,SB_News_Times_March_11_1919.jpg,South Bend News Times,"South Bend, Indiana, US",11/03/1919,March,03,11,1919,image/jpeg,,South Bend News Times
SB_News_Times_March_17_1914_jpg,SB_News_Times_March_17_1914_jpg,SB_News_Times_March_17_1914.jpg,South Bend News Times,"South Bend, Indiana, US",17/03/1914,March,03,17,1914,image/jpeg,,South Bend News Times
SB_News_Times_March_23_1914_jpg,SB_News_Times_March_23_1914_jpg,SB_News_Times_March_23_1914.jpg,South Bend News Times,"South Bend, Indiana, US",23/03/1914,March,03,23,1914,image/jpeg,,South Bend News Times
SB_News_Times_March_30_1914_jpg,SB_News_Times_March_30_1914_jpg,SB_News_Times_March_30_1914.jpg,South Bend News Times,"South Bend, Indiana, US",30/03/1914,March,03,30,1914,image/jpeg,,South Bend News Times
SB_News_Times_May_07_1914_jpg,SB_News_Times_May_07_1914_jpg,SB_News_Times_May_07_1914.jpg,South Bend News Times,"South Bend, Indiana, US",07/05/1914,May,05,07,1914,image/jpeg,,South Bend News Times
SB_News_Times_May_13_1917_jpg,SB_News_Times_May_13_1917_jpg,SB_News_Times_May_13_1917.jpg,South Bend News Times,"South Bend, Indiana, US",13/05/1917,May,05,13,1917,image/jpeg,,South Bend News Times
SB_News_Times_May_14_1917_jpg,SB_News_Times_May_14_1917_jpg,SB_News_Times_May_14_1917.jpg,South Bend News Times,"South Bend, Indiana, US",14/05/1917,May,05,14,1917,image/jpeg,,South Bend News Times
SB_News_Times_May_18_1917_jpg,SB_News_Times_May_18_1917_jpg,SB_News_Times_May_18_1917.jpg,South Bend News Times,"South Bend, Indiana, US",18/05/1917,May,05,18,1917,image/jpeg,,South Bend News Times
SB_News_Times_May_29_1914_jpg,SB_News_Times_May_29_1914_jpg,SB_News_Times_May_29_1914.jpg,South Bend News Times,"South Bend, Indiana, US",29/05/1914,May,05,29,1914,image/jpeg,,South Bend News Times
SB_News_Times_May_30_1920_jpg,SB_News_Times_May_30_1920_jpg,SB_News_Times_May_30_1920.jpg,South Bend News Times,"South Bend, Indiana, US",30/05/1920,May,05,30,1920,image/jpeg,,South Bend News Times
SB_News_Times_November_29_1913_jpg,SB_News_Times_November_29_1913_jpg,SB_News_Times_November_29_1913.jpg,South Bend News Times,"South Bend, Indiana, US",29/11/1913,November,11,29,1913,image/jpeg,,South Bend News Times
SB_News_Times_October_06_1913_jpg,SB_News_Times_October_06_1913_jpg,SB_News_Times_October_06_1913.jpg,South Bend News Times,"South Bend, Indiana, US",06/10/1913,October,10,06,1913,image/jpeg,,South Bend News Times
SB_News_Times_October_07_1918_jpg,SB_News_Times_October_07_1918_jpg,SB_News_Times_October_07_1918.jpg,South Bend News Times,"South Bend, Indiana, US",07/10/1918,October,10,07,1918,image/jpeg,,South Bend News Times
SB_News_Times_September_09_1915_jpg,SB_News_Times_September_09_1915_jpg,SB_News_Times_September_09_1915.jpg,South Bend News Times,"South Bend, Indiana, US",09/09/1915,September,09,09,1915,image/jpeg,,South Bend News Times
SB_News_Times_September_19_1916_jpg,SB_News_Times_September_19_1916_jpg,SB_News_Times_September_19_1916.jpg,South Bend News Times,"South Bend, Indiana, US",19/09/1916,September,09,19,1916,image/jpeg,,South Bend News Times
SB_News_Times_September_08_1921_jpg,SB_News_Times_September_08_1921_jpg,SB_News_Times_September_08_1921.jpg,South Bend News Times,"South Bend, Indiana, US",08/09/1921,September,09,08,1921,image/jpeg,,South Bend News Times
SB_News_Times_September_12_1919_jpg,SB_News_Times_September_12_1919_jpg,SB_News_Times_September_12_1919.jpg,South Bend News Times,"South Bend, Indiana, US",12/09/1919,September,09,12,1919,image/jpeg,,South Bend News Times
SB_News_Times_September_18_1919_jpg,SB_News_Times_September_18_1919_jpg,SB_News_Times_September_18_1919.jpg,South Bend News Times,"South Bend, Indiana, US",18/09/1919,September,09,18,1919,image/jpeg,,South Bend News Times
SB_News_Times_September_26_1927_jpg,SB_News_Times_September_26_1927_jpg,SB_News_Times_September_26_1927.jpg,South Bend News Times,"South Bend, Indiana, US",26/09/1927,September,09,26,1927,image/jpeg,,South Bend News Times
SB_New_Times_July_22_1938_jpg,SB_New_Times_July_22_1938_jpg,SB_New_Times_July_22_1938.jpg,South Bend News Times,"South Bend, Indiana, US",22/07/1938,July,07,22,1938,image/jpeg,,South Bend News Times
SB_New_Times_September_20_1916_jpg,SB_New_Times_September_20_1916_jpg,SB_New_Times_September_20_1916.jpg,South Bend News Times,"South Bend, Indiana, US",20/09/1916,September,09,20,1916,image/jpeg,,South Bend News Times
SB_Tribune_April_14_1902_jpg,SB_Tribune_April_14_1902_jpg,SB_Tribune_April_14_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",14/04/1902,April,04,14,1902,image/jpeg,,South Bend Tribune
SB_Tribune_April_15_1902_jpg,SB_Tribune_April_15_1902_jpg,SB_Tribune_April_15_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",15/04/1902,April,04,15,1902,image/jpeg,,South Bend Tribune
SB_Tribune_April_15_1904_jpg,SB_Tribune_April_15_1904_jpg,SB_Tribune_April_15_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",15/04/1904,April,04,15,1904,image/jpeg,,South Bend Tribune
SB_Tribune_April_16_1902_jpg,SB_Tribune_April_16_1902_jpg,SB_Tribune_April_16_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",16/04/1902,April,04,16,1902,image/jpeg,,South Bend Tribune
SB_Tribune_April_16_1904_jpg,SB_Tribune_April_16_1904_jpg,SB_Tribune_April_16_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",16/04/1904,April,04,16,1904,image/jpeg,,South Bend Tribune
SB_Tribune_April_21_1899_jpg,SB_Tribune_April_21_1899_jpg,SB_Tribune_April_21_1899.jpg,South Bend Tribune,"South Bend, Indiana, US",21/04/1899,April,04,21,1899,image/jpeg,,South Bend Tribune
SB_Tribune_April_22_1903_jpg,SB_Tribune_April_22_1903_jpg,SB_Tribune_April_22_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",22/04/1903,April,04,22,1903,image/jpeg,,South Bend Tribune
SB_Tribune_April_23_1903_jpg,SB_Tribune_April_23_1903_jpg,SB_Tribune_April_23_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",23/04/1903,April,04,23,1903,image/jpeg,,South Bend Tribune
SB_Tribune_April_24_1902_jpg,SB_Tribune_April_24_1902_jpg,SB_Tribune_April_24_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",24/04/1902,April,04,24,1902,image/jpeg,,South Bend Tribune
SB_Tribune_April_24_1903_jpg,SB_Tribune_April_24_1903_jpg,SB_Tribune_April_24_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",24/04/1903,April,04,24,1903,image/jpeg,,South Bend Tribune
SB_Tribune_April_26_1902_jpg,SB_Tribune_April_26_1902_jpg,SB_Tribune_April_26_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",26/04/1902,April,04,26,1902,image/jpeg,,South Bend Tribune
SB_Tribune_April_28_1902_jpg,SB_Tribune_April_28_1902_jpg,SB_Tribune_April_28_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",28/04/1902,April,04,28,1902,image/jpeg,,South Bend Tribune
SB_Tribune_April_28_1903_jpg,SB_Tribune_April_28_1903_jpg,SB_Tribune_April_28_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",28/04/1903,April,04,28,1903,image/jpeg,,South Bend Tribune
SB_Tribune_April_29_1899_jpg,SB_Tribune_April_29_1899_jpg,SB_Tribune_April_29_1899.jpg,South Bend Tribune,"South Bend, Indiana, US",29/04/1899,April,04,29,1899,image/jpeg,,South Bend Tribune
SB_Tribune_April_29_1903_jpg,SB_Tribune_April_29_1903_jpg,SB_Tribune_April_29_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",29/04/1903,April,04,29,1903,image/jpeg,,South Bend Tribune
SB_Tribune_April_3_1903_jpg,SB_Tribune_April_3_1903_jpg,SB_Tribune_April_3_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",03/04/1903,April,04,03,1903,image/jpeg,,South Bend Tribune
SB_Tribune_April_4_1902_jpg,SB_Tribune_April_4_1902_jpg,SB_Tribune_April_4_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",04/04/1902,April,04,04,1902,image/jpeg,,South Bend Tribune
SB_Tribune_April_4_1903_jpg,SB_Tribune_April_4_1903_jpg,SB_Tribune_April_4_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",04/04/1903,April,04,04,1903,image/jpeg,,South Bend Tribune
SB_Tribune_April_7_1902_jpg,SB_Tribune_April_7_1902_jpg,SB_Tribune_April_7_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",07/04/1902,April,04,07,1902,image/jpeg,,South Bend Tribune
SB_Tribune_August_10_1903_jpg,SB_Tribune_August_10_1903_jpg,SB_Tribune_August_10_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",10/08/1903,August,08,10,1903,image/jpeg,,South Bend Tribune
SB_Tribune_August_12_1902_jpg,SB_Tribune_August_12_1902_jpg,SB_Tribune_August_12_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",12/08/1902,August,08,12,1902,image/jpeg,,South Bend Tribune
SB_Tribune_August_12_1903_3_jpg,SB_Tribune_August_12_1903_3_jpg,SB_Tribune_August_12_1903_3.jpg,South Bend Tribune,"South Bend, Indiana, US",12/08/1903,August,08,12,1903,image/jpeg,Pg. 3,South Bend Tribune
SB_Tribune_August_12_1903_7_jpg,SB_Tribune_August_12_1903_7_jpg,SB_Tribune_August_12_1903_7.jpg,South Bend Tribune,"South Bend, Indiana, US",12/08/1903,August,08,12,1903,image/jpeg,Pg. 7,South Bend Tribune
SB_Tribune_August_13_1903_jpg,SB_Tribune_August_13_1903_jpg,SB_Tribune_August_13_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",13/08/1903,August,08,13,1903,image/jpeg,,South Bend Tribune
SB_Tribune_August_14_1902_jpg,SB_Tribune_August_14_1902_jpg,SB_Tribune_August_14_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",14/08/1902,August,08,14,1902,image/jpeg,,South Bend Tribune
SB_Tribune_August_14_1903_jpg,SB_Tribune_August_14_1903_jpg,SB_Tribune_August_14_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",14/08/1903,August,08,14,1903,image/jpeg,,South Bend Tribune
SB_Tribune_August_14_1919_jpg,SB_Tribune_August_14_1919_jpg,SB_Tribune_August_14_1919.jpg,South Bend Tribune,"South Bend, Indiana, US",14/08/1919,August,08,14,1919,image/jpeg,,South Bend Tribune
SB_Tribune_August_17_1940_jpg,SB_Tribune_August_17_1940_jpg,SB_Tribune_August_17_1940.jpg,South Bend Tribune,"South Bend, Indiana, US",17/08/1940,August,08,17,1940,image/jpeg,,South Bend Tribune
SB_Tribune_August_1_1903_jpg,SB_Tribune_August_1_1903_jpg,SB_Tribune_August_1_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",01/08/1903,August,08,01,1903,image/jpeg,,South Bend Tribune
SB_Tribune_August_21_1902_jpg,SB_Tribune_August_21_1902_jpg,SB_Tribune_August_21_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",21/08/1902,August,08,21,1902,image/jpeg,,South Bend Tribune
SB_Tribune_August_23_1902_jpg,SB_Tribune_August_23_1902_jpg,SB_Tribune_August_23_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",23/08/1902,August,08,23,1902,image/jpeg,,South Bend Tribune
SB_Tribune_August_26_1902_jpg,SB_Tribune_August_26_1902_jpg,SB_Tribune_August_26_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",26/08/1902,August,08,26,1902,image/jpeg,,South Bend Tribune
SB_Tribune_August_27_1898_jpg,SB_Tribune_August_27_1898_jpg,SB_Tribune_August_27_1898.jpg,South Bend Tribune,"South Bend, Indiana, US",27/08/1898,August,08,27,1898,image/jpeg,,South Bend Tribune
SB_Tribune_August_2_1902_jpg,SB_Tribune_August_2_1902_jpg,SB_Tribune_August_2_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",02/08/1902,August,08,02,1902,image/jpeg,,South Bend Tribune
SB_Tribune_August_5_1901_3_jpg,SB_Tribune_August_5_1901_3_jpg,SB_Tribune_August_5_1901_3.jpg,South Bend Tribune,"South Bend, Indiana, US",05/08/1901,August,08,05,1901,image/jpeg,Pg. 3,South Bend Tribune
SB_Tribune_August_5_1901_5_jpg,SB_Tribune_August_5_1901_5_jpg,SB_Tribune_August_5_1901_5.jpg,South Bend Tribune,"South Bend, Indiana, US",05/08/1901,August,08,05,1901,image/jpeg,Pg. 5,South Bend Tribune
SB_Tribune_August_5_1902_jpg,SB_Tribune_August_5_1902_jpg,SB_Tribune_August_5_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",05/08/1902,August,08,05,1902,image/jpeg,,South Bend Tribune
SB_Tribune_August_5_1903_jpg,SB_Tribune_August_5_1903_jpg,SB_Tribune_August_5_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",05/08/1903,August,08,05,1903,image/jpeg,,South Bend Tribune
SB_Tribune_August_6_1903_jpg,SB_Tribune_August_6_1903_jpg,SB_Tribune_August_6_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",06/08/1903,August,08,06,1903,image/jpeg,,South Bend Tribune
SB_Tribune_August_7_1902_jpg,SB_Tribune_August_7_1902_jpg,SB_Tribune_August_7_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",07/08/1902,August,08,07,1902,image/jpeg,,South Bend Tribune
SB_Tribune_August_7_1903_jpg,SB_Tribune_August_7_1903_jpg,SB_Tribune_August_7_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",07/08/1903,August,08,07,1903,image/jpeg,,South Bend Tribune
SB_Tribune_August_8_1902_jpg,SB_Tribune_August_8_1902_jpg,SB_Tribune_August_8_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",08/08/1902,August,08,08,1902,image/jpeg,,South Bend Tribune
SB_Tribune_August_8_1903_jpg,SB_Tribune_August_8_1903_jpg,SB_Tribune_August_8_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",08/08/1903,August,08,08,1903,image/jpeg,,South Bend Tribune
SB_Tribune_August_9_1902_jpg,SB_Tribune_August_9_1902_jpg,SB_Tribune_August_9_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",09/08/1902,August,08,09,1902,image/jpeg,,South Bend Tribune
SB_Tribune_December_10_1900_3_jpg,SB_Tribune_December_10_1900_3_jpg,SB_Tribune_December_10_1900_3.jpg,South Bend Tribune,"South Bend, Indiana, US",10/12/1900,December,12,10,1900,image/jpeg,Pg. 3,South Bend Tribune
SB_Tribune_December_10_1900_5_jpg,SB_Tribune_December_10_1900_5_jpg,SB_Tribune_December_10_1900_5.jpg,South Bend Tribune,"South Bend, Indiana, US",10/12/1900,December,12,10,1900,image/jpeg,Pg. 5,South Bend Tribune
SB_Tribune_December_14_1903_jpg,SB_Tribune_December_14_1903_jpg,SB_Tribune_December_14_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",14/12/1903,December,12,14,1903,image/jpeg,,South Bend Tribune
SB_Tribune_December_22_1903_jpg,SB_Tribune_December_22_1903_jpg,SB_Tribune_December_22_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",22/12/1903,December,12,22,1903,image/jpeg,,South Bend Tribune
SB_Tribune_December_28_1903_jpg,SB_Tribune_December_28_1903_jpg,SB_Tribune_December_28_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",28/12/1903,December,12,28,1903,image/jpeg,,South Bend Tribune
SB_Tribune_December_29_1902_jpg,SB_Tribune_December_29_1902_jpg,SB_Tribune_December_29_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",29/12/1902,December,12,29,1902,image/jpeg,,South Bend Tribune
SB_Tribune_December_30_1902_jpg,SB_Tribune_December_30_1902_jpg,SB_Tribune_December_30_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",30/12/1902,December,12,30,1902,image/jpeg,,South Bend Tribune
SB_Tribune_December_30_1903_jpg,SB_Tribune_December_30_1903_jpg,SB_Tribune_December_30_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",30/12/1903,December,12,30,1903,image/jpeg,,South Bend Tribune
SB_Tribune_December_6_1901_jpg,SB_Tribune_December_6_1901_jpg,SB_Tribune_December_6_1901.jpg,South Bend Tribune,"South Bend, Indiana, US",06/12/1901,December,12,06,1901,image/jpeg,,South Bend Tribune
SB_Tribune_December_6_1918_jpg,SB_Tribune_December_6_1918_jpg,SB_Tribune_December_6_1918.jpg,South Bend Tribune,"South Bend, Indiana, US",06/12/1918,December,12,06,1918,image/jpeg,,South Bend Tribune
SB_Tribune_December_8_1887_jpg,SB_Tribune_December_8_1887_jpg,SB_Tribune_December_8_1887.jpg,South Bend Tribune,"South Bend, Indiana, US",08/12/1887,December,12,08,1887,image/jpeg,,South Bend Tribune
SB_Tribune_February_10_1902_jpg,SB_Tribune_February_10_1902_jpg,SB_Tribune_February_10_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",10/02/1902,February,02,10,1902,image/jpeg,,South Bend Tribune
SB_Tribune_February_10_1903_jpg,SB_Tribune_February_10_1903_jpg,SB_Tribune_February_10_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",10/02/1903,February,02,10,1903,image/jpeg,,South Bend Tribune
SB_Tribune_February_12_1902_jpg,SB_Tribune_February_12_1902_jpg,SB_Tribune_February_12_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",12/02/1902,February,02,12,1902,image/jpeg,,South Bend Tribune
SB_Tribune_February_13_1903_jpg,SB_Tribune_February_13_1903_jpg,SB_Tribune_February_13_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",13/02/1903,February,02,13,1903,image/jpeg,,South Bend Tribune
SB_Tribune_February_3_1903_jpg,SB_Tribune_February_3_1903_jpg,SB_Tribune_February_3_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",03/02/1903,February,02,03,1903,image/jpeg,,South Bend Tribune
SB_Tribune_February_6_1900_jpg,SB_Tribune_February_6_1900_jpg,SB_Tribune_February_6_1900.jpg,South Bend Tribune,"South Bend, Indiana, US",06/02/1900,February,02,06,1900,image/jpeg,,South Bend Tribune
SB_Tribune_February_7_1903_jpg,SB_Tribune_February_7_1903_jpg,SB_Tribune_February_7_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",07/02/1903,February,02,07,1903,image/jpeg,,South Bend Tribune
SB_Tribune_February_9_1903_3_jpg,SB_Tribune_February_9_1903_3_jpg,SB_Tribune_February_9_1903_3.jpg,South Bend Tribune,"South Bend, Indiana, US",09/02/1903,February,02,09,1903,image/jpeg,Pg. 3,South Bend Tribune
SB_Tribune_February_9_1903_front_jpg,SB_Tribune_February_9_1903_front_jpg,SB_Tribune_February_9_1903_front.jpg,South Bend Tribune,"South Bend, Indiana, US",09/02/1903,February,02,09,1903,image/jpeg,Front,South Bend Tribune
SB_Tribune_January_11_1904_jpg,SB_Tribune_January_11_1904_jpg,SB_Tribune_January_11_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",11/01/1904,January,01,11,1904,image/jpeg,,South Bend Tribune
SB_Tribune_January_16_1904_jpg,SB_Tribune_January_16_1904_jpg,SB_Tribune_January_16_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",16/01/1904,January,01,16,1904,image/jpeg,,South Bend Tribune
SB_Tribune_January_1_1904_jpg,SB_Tribune_January_1_1904_jpg,SB_Tribune_January_1_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",01/01/1904,January,01,01,1904,image/jpeg,,South Bend Tribune
